#./overdamped_3d --dev=1 --amp=40.0 --omega=6.28318530718 --force=0 --Dg=0.01 --block=1 --paths=1 --periods=25 --trans=0 --samples=1 --spp=400 --algorithm=euler --pav=1 --mode=trajectory --domain=1d --domainx=s:-2:2:200:1 --domainy=a:0:10:100:0 --domainz=D:-6:-1:100:1 --q=2 --eps=0 --phi=1.57079632679 --lambda=30 --zeta=0 --comp=0 --mean=0 --second=3.14 --skew=0.99 --distribution=s>> trajektoria_s_var_3.14_skew_0.99_lam_30_Dg_0.01_amp_40.0_29.dat
#t <x> <x^2> qnu(q) mu_q Dx Gx EBx
1.172750e+01 -1.078626e+01 1.163435e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.173000e+01 -1.081411e+01 1.169450e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.173250e+01 -1.082509e+01 1.171825e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.173500e+01 -1.083498e+01 1.173969e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.173750e+01 -1.085804e+01 1.178971e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.174000e+01 -1.087883e+01 1.183488e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.174250e+01 -1.088340e+01 1.184485e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.174500e+01 -1.088753e+01 1.185382e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.174750e+01 -1.090538e+01 1.189273e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.175000e+01 -1.092146e+01 1.192783e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.175250e+01 -1.092179e+01 1.192856e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.175500e+01 -1.093624e+01 1.196012e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.175750e+01 -1.093509e+01 1.195763e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.176000e+01 -1.093407e+01 1.195539e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.176250e+01 -1.093314e+01 1.195336e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.176500e+01 -1.094645e+01 1.198249e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.176750e+01 -1.095844e+01 1.200873e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.177000e+01 -1.096922e+01 1.203238e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.177250e+01 -1.096478e+01 1.202265e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.177500e+01 -1.097493e+01 1.204492e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.177750e+01 -1.098407e+01 1.206498e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.178000e+01 -1.099229e+01 1.208305e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.178250e+01 -9.764746e+00 9.535026e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.178500e+01 -9.851951e+00 9.706093e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.178750e+01 -9.950036e+00 9.900322e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.179000e+01 -1.063781e+01 1.131630e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.179250e+01 -1.066576e+01 1.137584e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.179500e+01 -1.069107e+01 1.142991e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.179750e+01 -1.071398e+01 1.147895e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.180000e+01 -1.074884e+01 1.155377e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.180250e+01 -1.076620e+01 1.159110e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.180500e+01 -1.078186e+01 1.162486e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.180750e+01 -1.079600e+01 1.165536e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.181000e+01 -1.082290e+01 1.171351e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.181250e+01 -1.083301e+01 1.173541e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.181500e+01 -1.084212e+01 1.175516e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.181750e+01 -1.085034e+01 1.177298e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.182000e+01 -1.085774e+01 1.178905e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.182250e+01 -1.086441e+01 1.180354e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.182500e+01 -1.088456e+01 1.184736e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.182750e+01 -1.088857e+01 1.185609e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.183000e+01 -1.090632e+01 1.189477e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.183250e+01 -1.124904e+01 1.265409e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.183500e+01 -1.123104e+01 1.261362e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.183750e+01 -1.120064e+01 1.254542e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.184000e+01 -1.118734e+01 1.251567e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.184250e+01 -1.117536e+01 1.248886e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.184500e+01 -1.116455e+01 1.246471e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.184750e+01 -1.115480e+01 1.244296e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.185000e+01 -1.113187e+01 1.239186e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.185250e+01 -1.112536e+01 1.237736e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.185500e+01 -1.111949e+01 1.236430e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.185750e+01 -1.111420e+01 1.235254e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.186000e+01 -1.109529e+01 1.231055e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.186250e+01 -1.109241e+01 1.230415e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.186500e+01 -1.108981e+01 1.229839e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.186750e+01 -1.108747e+01 1.229321e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.187000e+01 -1.108537e+01 1.228854e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.187250e+01 -1.108347e+01 1.228433e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.187500e+01 -1.108176e+01 1.228055e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.187750e+01 -1.108023e+01 1.227714e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.188000e+01 -1.107884e+01 1.227408e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.188250e+01 -1.106346e+01 1.224000e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.188500e+01 -1.104960e+01 1.220937e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.188750e+01 -1.103713e+01 1.218182e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.189000e+01 -1.104005e+01 1.218826e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.189250e+01 -1.104267e+01 1.219406e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.189500e+01 -1.104504e+01 1.219928e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.189750e+01 -1.103302e+01 1.217276e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.190000e+01 -1.103635e+01 1.218010e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.190250e+01 -1.103934e+01 1.218671e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.190500e+01 -1.104204e+01 1.219266e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.190750e+01 -1.104447e+01 1.219802e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.191000e+01 -1.104665e+01 1.220285e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.191250e+01 -1.104862e+01 1.220719e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.191500e+01 -1.105038e+01 1.221110e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.191750e+01 -1.103784e+01 1.218338e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.192000e+01 -1.102654e+01 1.215846e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.192250e+01 -1.103051e+01 1.216723e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.192500e+01 -1.103409e+01 1.217512e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.192750e+01 -1.102317e+01 1.215103e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.193000e+01 -1.102748e+01 1.216054e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.193250e+01 -1.103136e+01 1.216910e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.193500e+01 -1.102071e+01 1.214561e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.193750e+01 -1.102527e+01 1.215566e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.194000e+01 -1.101523e+01 1.213353e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.194250e+01 -1.102034e+01 1.214478e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.194500e+01 -1.102493e+01 1.215491e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.194750e+01 -1.101493e+01 1.213286e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.195000e+01 -1.090810e+01 1.189866e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.195250e+01 -1.090977e+01 1.190230e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.195500e+01 -1.092541e+01 1.193645e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.195750e+01 -1.092535e+01 1.193632e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.196000e+01 -1.092529e+01 1.193620e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.196250e+01 -1.092524e+01 1.193610e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.196500e+01 -1.093934e+01 1.196692e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.196750e+01 -1.318159e+01 1.737543e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.197000e+01 -1.324220e+01 1.753557e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.197250e+01 -1.124692e+01 1.264933e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.197500e+01 -1.144159e+01 1.309100e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.197750e+01 -1.139138e+01 1.297636e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.198000e+01 -1.134576e+01 1.287262e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.198250e+01 -1.130438e+01 1.277890e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.198500e+01 -1.128106e+01 1.272623e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.198750e+01 -1.124582e+01 1.264686e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.199000e+01 -1.121399e+01 1.257536e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.199250e+01 -1.313202e+01 1.724498e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.199500e+01 -1.305466e+01 1.704242e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.199750e+01 -1.295928e+01 1.679429e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.200000e+01 -1.285983e+01 1.653752e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.200250e+01 -1.277117e+01 1.631029e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.200500e+01 -1.268033e+01 1.607909e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.200750e+01 -1.257391e+01 1.581033e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.201000e+01 -1.248099e+01 1.557750e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.201250e+01 -1.238842e+01 1.534730e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.201500e+01 -1.228293e+01 1.508704e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.201750e+01 -1.217985e+01 1.483487e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.202000e+01 -1.209430e+01 1.462720e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.202250e+01 -1.199816e+01 1.439559e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.202500e+01 -1.192095e+01 1.421090e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.202750e+01 -1.184813e+01 1.403783e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.203000e+01 -1.355647e+01 1.837778e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.203250e+01 -1.350868e+01 1.824844e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.203500e+01 -1.344281e+01 1.807092e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.203750e+01 -1.337175e+01 1.788038e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.204000e+01 -1.330954e+01 1.771439e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.204250e+01 -1.322884e+01 1.750022e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.204500e+01 -1.314292e+01 1.727363e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.204750e+01 -1.306616e+01 1.707244e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.205000e+01 -1.297132e+01 1.682550e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.205250e+01 -1.033273e+01 1.067653e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.205500e+01 -1.038719e+01 1.078938e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.205750e+01 -1.043728e+01 1.089368e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.206000e+01 -1.048318e+01 1.098971e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.206250e+01 -1.052514e+01 1.107785e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.206500e+01 -1.056339e+01 1.115853e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.206750e+01 -1.061235e+01 1.126220e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.207000e+01 -1.064267e+01 1.132664e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.207250e+01 -1.067016e+01 1.138523e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.207500e+01 -1.070920e+01 1.146870e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.207750e+01 -1.074452e+01 1.154447e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.208000e+01 -1.076229e+01 1.158270e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.208250e+01 -1.079248e+01 1.164776e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.208500e+01 -1.081972e+01 1.170664e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.208750e+01 -9.190103e+00 8.445798e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.209000e+01 -9.294433e+00 8.638647e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.209250e+01 -9.400656e+00 8.837233e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.209500e+01 -9.493555e+00 9.012759e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.209750e+01 -9.586247e+00 9.189614e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.210000e+01 -9.692019e+00 9.393523e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.210250e+01 -9.795540e+00 9.595260e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.210500e+01 -9.895816e+00 9.792717e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.210750e+01 -9.991997e+00 9.984000e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.211000e+01 -1.008341e+01 1.016751e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.211250e+01 -1.015542e+01 1.031325e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.211500e+01 -5.942258e+00 3.531043e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.211750e+01 -8.232319e+00 6.777107e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.212000e+01 -8.262185e+00 6.826370e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.212250e+01 -8.308952e+00 6.903869e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.212500e+01 -8.359966e+00 6.988904e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.212750e+01 -8.401362e+00 7.058289e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.213000e+01 -8.446337e+00 7.134061e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.213250e+01 -8.509239e+00 7.240715e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.213500e+01 -8.577246e+00 7.356915e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.213750e+01 -8.650500e+00 7.483115e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.214000e+01 -8.714922e+00 7.594987e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.214250e+01 -8.797838e+00 7.740195e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.214500e+01 -8.871750e+00 7.870795e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.214750e+01 -8.963915e+00 8.035177e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.215000e+01 -9.046411e+00 8.183755e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.215250e+01 -6.128547e+00 3.755909e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.215500e+01 -6.036811e+00 3.644308e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.215750e+01 -7.265372e+00 5.278563e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.216000e+01 -7.216923e+00 5.208397e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.216250e+01 -7.150368e+00 5.112776e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.216500e+01 -7.078599e+00 5.010656e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.216750e+01 -7.001529e+00 4.902141e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.217000e+01 -6.919168e+00 4.787489e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.217250e+01 -6.845790e+00 4.686485e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.217500e+01 -6.768274e+00 4.580954e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.217750e+01 -6.686882e+00 4.471439e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.218000e+01 -6.587850e+00 4.339976e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.218250e+01 -3.896844e+00 1.518540e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.218500e+01 -3.962583e+00 1.570207e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.218750e+01 -4.037804e+00 1.630386e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.219000e+01 -5.833009e+00 3.402400e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.219250e+01 -5.750043e+00 3.306300e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.219500e+01 -5.656851e+00 3.199996e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.219750e+01 -5.582904e+00 3.116882e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.220000e+01 -5.513509e+00 3.039878e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.220250e+01 -5.448767e+00 2.968906e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.220500e+01 -5.374535e+00 2.888562e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.220750e+01 -5.305983e+00 2.815345e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.221000e+01 -5.257120e+00 2.763731e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.221250e+01 -5.212372e+00 2.716882e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.221500e+01 -5.171502e+00 2.674443e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.221750e+01 -5.120116e+00 2.621559e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.222000e+01 -5.073392e+00 2.573931e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.222250e+01 -5.045142e+00 2.545346e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.222500e+01 -5.005407e+00 2.505410e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.222750e+01 -4.969451e+00 2.469545e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.223000e+01 -4.936956e+00 2.437354e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.223250e+01 -4.907617e+00 2.408471e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.223500e+01 -4.895289e+00 2.396386e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.223750e+01 -4.870030e+00 2.371719e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.224000e+01 -4.847260e+00 2.349593e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.224250e+01 -4.840885e+00 2.343417e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.224500e+01 -4.821000e+00 2.324204e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.224750e+01 -4.817231e+00 2.320572e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.225000e+01 -4.799695e+00 2.303707e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.225250e+01 -4.783905e+00 2.288575e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.225500e+01 -4.783831e+00 2.288504e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.225750e+01 -4.783764e+00 2.288440e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.226000e+01 -4.783703e+00 2.288382e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.226250e+01 -4.769507e+00 2.274820e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.226500e+01 -3.063417e+00 9.384523e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.226750e+01 -3.170183e+00 1.005006e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.227000e+01 -3.277213e+00 1.074012e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.227250e+01 -3.383366e+00 1.144716e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.227500e+01 -3.473386e+00 1.206441e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.227750e+01 -3.560861e+00 1.267973e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.228000e+01 -3.659271e+00 1.339026e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.228250e+01 -3.753239e+00 1.408680e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.228500e+01 -3.828038e+00 1.465388e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.228750e+01 -3.898318e+00 1.519688e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.229000e+01 -3.978097e+00 1.582526e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.229250e+01 -4.038033e+00 1.630571e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.229500e+01 -4.093401e+00 1.675593e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.229750e+01 -4.158493e+00 1.729306e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.230000e+01 -4.204022e+00 1.767381e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.230250e+01 -4.245626e+00 1.802534e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.230500e+01 -4.283556e+00 1.834885e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.230750e+01 -4.332208e+00 1.876802e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.231000e+01 -4.362246e+00 1.902919e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.231250e+01 -4.403620e+00 1.939187e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.231500e+01 -4.441080e+00 1.972319e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.231750e+01 -4.460808e+00 1.989881e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.232000e+01 -4.492773e+00 2.018501e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.232250e+01 -4.521629e+00 2.044513e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.232500e+01 -4.547661e+00 2.068122e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
